rank,Status_name,Youtuber,subscribers,video_views,category,uploads,Country,Abbreviation,video_views_rank,country_rank,channel_type_rank,video_views_for_the_last_30_days,lowest_monthly_earnings,highest_monthly_earnings,lowest_yearly_earnings,highest_yearly_earnings,subscribers_for_last_30_days,created_year,created_month,created_day,Created_month_number,Created_date
1,ok,T-Series,245000000,228000000000,Music,20082,India,IN,1,1,1,2258000000,564600,9000000,6800000,108400000,2000000,2006,Mar,13,3,3/13/2006
2,ok,YouTube Movies,170000000,0,Film & Animation,1,United States,US,4055159,7670,7423,12,0,0.05,0.04,0.58,,2006,Mar,5,3,3/5/2006
3,ok,MrBeast,166000000,28368841870,Entertainment,741,United States,US,48,1,1,1348000000,337000,5400000,4000000,64700000,8000000,2012,Feb,20,2,2/20/2012
4,ok,Cocomelon - Nursery Rhymes,162000000,164000000000,Education,966,United States,US,2,2,1,1975000000,493800,7900000,5900000,94800000,1000000,2006,Sep,1,9,9/1/2006
5,ok,SET India,159000000,148000000000,Shows,116536,India,IN,3,2,2,1824000000,455900,7300000,5500000,87500000,1000000,2006,Sep,20,9,9/20/2006
6,ok,Music,119000000,0,,0,,,4057944,,,,0,0,0,0,,2013,Sep,24,9,9/24/2013
7,corrupted,��� Kids Diana Show,112000000,93247040539,People & Blogs,1111,United States,US,5,3,3,731674000,182900,2900000,2200000,35100000,,2015,May,12,5,5/12/2015
8,ok,PewDiePie,111000000,29058044447,Gaming,4716,Japan,JP,44,1,4,39184000,9800,156700,117600,1900000,,2010,Apr,29,4,4/29/2010
9,ok,Like Nastya,106000000,90479060027,People & Blogs,493,Russia,RU,630,5,25,48947000,12200,195800,146800,2300000,100000,2016,Jan,14,1,1/14/2016
10,ok,Vlad and Niki,99800000,77180169894,Entertainment,574,United States,US,8,5,6,580574000,145100,2300000,1700000,27900000,600000,2018,Apr,23,4,4/23/2018
11,ok,Zee Music Company,96700000,57856289381,Music,8548,India,IN,12,3,2,803613000,200900,3200000,2400000,38600000,1100000,2014,Mar,12,3,3/12/2014
12,ok,WWE,96000000,77428473662,Sports,70127,United States,US,7,6,1,714614000,178700,2900000,2100000,34300000,600000,2007,May,11,5,5/11/2007
13,ok,Gaming,93600000,0,,0,,,4057944,,1,,0,0,0,0,,2013,Dec,15,12,12/15/2013
14,ok,BLACKPINK,89800000,32144597566,People & Blogs,543,South Korea,KR,32,1,3,498930000,124700,2000000,1500000,23900000,700000,2016,Jun,29,6,6/29/2016
15,ok,Goldmines,86900000,24118230580,Film & Animation,1,,,4056562,,5663,18,0,0.07,0.05,0.86,,2006,Aug,15,8,8/15/2006
16,ok,Sony SAB,83000000,101000000000,Shows,71270,India,IN,4,5,7,1657000000,414300,6600000,5000000,79600000,1100000,2007,Aug,4,8,8/4/2007
17,ok,5-Minute Crafts,80100000,26236790209,Howto & Style,1,United Kingdom,GB,4057901,4797,6781,1,0,0,0,0.05,,2020,Jul,27,7,7/27/2020
18,ok,BANGTANTV,75600000,20826993957,Music,2281,South Korea,KR,112,2,4,168290000,42100,673200,504900,8100000,400000,2012,Dec,17,12,12/17/2012
19,ok,Sports,75000000,0,,3,United States,US,3898122,6266,5395,16,0,0.06,0.05,0.77,,2006,Jan,30,1,1/30/2006
20,ok,Justin Bieber,71600000,30608119724,Music,249,Canada,CA,38,1,6,176326000,44100,705300,529000,8500000,100000,2007,Jan,15,1,1/15/2007
21,ok,HYBE LABELS,71300000,28634566938,Music,1337,South Korea,KR,46,3,5,598173000,149500,2400000,1800000,28700000,900000,2008,Jun,4,6,6/4/2008
22,ok,Zee TV,70500000,73139054467,Entertainment,129204,India,IN,9,6,8,1707000000,426800,6800000,5100000,81900000,900000,2005,Dec,11,12,12/11/2005
23,ok,Pinkfong Baby Shark - Kids' Songs & Stories,68200000,38843229963,Education,2865,United States,US,23,8,2,473387000,118300,1900000,1400000,22700000,600000,2011,Dec,14,12,12/14/2011
24,ok,Canal KondZilla,66500000,36775585925,Music,2572,Brazil,BR,25,1,7,447223000,0,0,0,0,,2012,Mar,21,3,3/21/2012
25,ok,ChuChu TV Nursery Rhymes & Kids Songs,65900000,45757850229,Education,633,India,IN,18,7,3,420292000,105100,1700000,1300000,20200000,500000,2013,Feb,9,2,2/9/2013
26,ok,Shemaroo Filmi Gaane,65600000,28648024439,Music,8502,India,IN,47,8,8,254961000,63700,1000000,764900,12200000,400000,2010,Jun,11,6,6/11/2010
27,ok,Colors TV,64600000,61510906457,Shows,112915,India,IN,10,9,9,1188000000,296900,4800000,3600000,57000000,1100000,2008,Jun,13,6,6/13/2008
28,ok,T-Series Bhakti Sagar,61000000,29533230328,Music,13,India,IN,4053938,5803,5744,10,0,0.04,0.03,0.48,,2018,Aug,3,8,8/3/2018
29,ok,Dude Perfect,59500000,16241549158,Sports,389,United States,US,182,9,3,141200000,35300,564800,423600,6800000,100000,2009,Mar,17,3,3/17/2009
30,ok,Movieclips,59500000,59316472754,Film & Animation,39113,United States,US,11,9,3,114668000,28700,458700,344000,5500000,100000,2006,Apr,28,4,4/28/2006
31,ok,Tips Official,59300000,33431802698,Music,4741,India,IN,30,11,10,422634000,105700,1700000,1300000,20300000,600000,2007,May,22,5,5/22/2007
32,ok,El Reino Infantil,58400000,57271630846,Music,1510,Argentina,AR,13,1,11,611828000,153000,2400000,1800000,29400000,600000,2011,Jun,2,6,6/2/2011
33,ok,Wave Music,58000000,40602020243,Music,19487,India,IN,21,12,12,232025000,58000,928100,696100,11100000,500000,2014,Oct,29,10,10/29/2014
34,ok,Aaj Tak,57600000,25307753534,News & Politics,283775,India,IN,71,13,1,461148000,115300,1800000,1400000,22100000,500000,2009,Aug,27,8,8/27/2009
35,ok,Sony Music India,57200000,28837144516,Music,3882,India,IN,45,14,13,259310000,64800,1000000,777900,12400000,300000,2009,Sep,2,9,9/2/2009
36,ok,EminemMusic,56900000,27073872856,Music,156,United States,US,59,10,14,260193000,65000,1000000,780600,12500000,300000,2007,Feb,9,2,2/9/2007
37,ok,Marshmello,56400000,14696003229,Entertainment,436,United States,US,233,11,15,112100000,28000,448400,336300,5400000,100000,2015,Apr,6,4,4/6/2015
38,ok,YRF,54600000,35302243691,Film & Animation,3707,India,IN,28,15,16,512093000,128000,2000000,1500000,24600000,500000,2006,Jun,7,6,6/7/2006
39,ok,LooLoo Kids - Nursery Rhymes and Children's Songs,54000000,32312431239,Music,11,,,3800129,,,159,0.04,0.64,0.48,8,,2016,Nov,29,11,11/29/2016
40,ok,Ed Sheeran,53500000,30367676736,Music,383,United Kingdom,GB,39,1,18,202720000,50700,810900,608200,9700000,100000,2006,Aug,8,8,8/8/2006
41,ok,Infobells - Hindi,53300000,30516172739,Education,577,India,IN,37,16,4,815949000,204000,3300000,2400000,39200000,1600000,2014,Jun,6,6,6/6/2014
42,ok,Taylor Swift,52900000,29884657286,Music,216,United States,US,40,13,19,528392000,132100,2100000,1600000,25400000,800000,2006,Sep,20,9,9/20/2006
43,ok,Ariana Grande,52700000,24004842608,Music,147,United States,US,78,14,20,160216000,40100,640900,480600,7700000,100000,2007,Jan,22,1,1/22/2007
44,ok,BillionSurpriseToys  - Nursery Rhymes & Cartoons,52200000,9877365274,Education,847,United States,US,450,15,5,266747000,66700,1100000,800200,12800000,600000,2013,Oct,25,10,10/25/2013
45,ok,JuegaGerman,48100000,14631710289,Gaming,2052,Chile,CL,237,1,2,66388000,16600,265600,199200,3200000,200000,2013,May,19,5,5/19/2013
46,ok,Billie Eilish,47900000,13626331061,Music,65,United States,US,263,16,21,146862000,36700,587400,440600,7000000,200000,2013,Feb,6,2,2/6/2013
47,ok,Get Movies,47500000,30788679536,Entertainment,3322,Russia,RU,35,1,4,306540000,76600,1200000,919600,14700000,700000,2006,Dec,16,12,12/16/2006
48,ok,Shemaroo,47400000,22519705183,Entertainment,11451,India,IN,97,17,10,232744000,58200,931000,698200,11200000,500000,2007,Sep,1,9,9/1/2007
49,ok,Badabun,46800000,19398045702,Entertainment,1,,,4047729,,5525,440,0.11,2,1,21,75,2007,Jul,21,7,7/21/2007
50,ok,SonyMusicIndiaVEVO,46600000,27286058807,Music,3444,United States,US,55,17,22,314505000,78600,1300000,943500,15100000,400000,2009,Sep,2,9,9/2/2009
51,ok,A4,46300000,22936630813,Gaming,1,Cuba,CU,4053056,99,5359,94,0.02,0.38,0.28,5,10,2006,Mar,11,3,3/11/2006
52,ok,Bad Bunny,46100000,30686342319,Music,1,,,4046070,,4501,1,0,0,0,0.05,,2005,Nov,15,11,11/15/2005
53,ok,Ferfloo,46100000,10323391593,Gaming,543,El Salvador,SV,419,1,3,33842000,8500,135400,101500,1600000,200000,2011,May,2,5,5/2/2011
54,ok,Voot Kids,45500000,21388725229,Entertainment,4660,India,IN,105,18,13,233988000,58500,936000,702000,11200000,400000,2016,Nov,23,11,11/23/2016
55,ok,Felipe Neto,45200000,16602198273,Entertainment,4331,Brazil,BR,174,2,14,130359000,32600,521400,391100,6300000,200000,2006,May,16,5,5/16/2006
56,corrupted,Voc���,44700000,7828610828,Entertainment,1558,Brazil,BR,681,3,15,48032000,12000,192100,144100,2300000,100000,2013,Sep,1,9,9/1/2013
57,ok,HAR PAL GEO,44600000,41139050371,Entertainment,100755,Pakistan,PK,20,1,15,1337000000,334300,5300000,4000000,64200000,1300000,2008,Jan,2,1,1/2/2008
58,ok,BRIGHT SIDE,44500000,10708531817,Howto & Style,0,,,4057944,,,,0,0,0,0,1,2005,Nov,18,11,11/18/2005
59,ok,Katy Perry,44200000,25458952022,Music,128,United States,US,70,19,24,134242000,33600,537000,402700,6400000,100000,2008,Jun,1,6,6/1/2008
60,ok,whinderssonnunes,44200000,4274709210,Comedy,558,Brazil,BR,1741,4,1,26683000,6700,106700,80100,1300000,,2013,Jan,21,1,1/21/2013
61,ok,ABS-CBN Entertainment,44200000,50292540392,People & Blogs,193890,Philippines,PH,16,1,16,176629000,44200,706500,529900,8500000,300000,2008,Jul,16,7,7/16/2008
62,ok,Alan Walker,43700000,12884264778,Music,8,Thailand,TH,4056116,4026,5270,22,0.01,0.09,0.07,1,,2006,May,12,5,5/12/2006
63,ok,HolaSoyGerman.,43600000,4831311245,Entertainment,6,,,4047806,,7716,4,0,0.02,0.01,0.19,,2016,May,27,5,5/27/2016
64,ok,Shakira,43500000,27568757295,People & Blogs,326,Colombia,CO,52,1,3,353412000,88400,1400000,1100000,17000000,500000,2005,Oct,16,10,10/16/2005
65,corrupted,�������� �� ��������������,43200000,36458726976,Film & Animation,1478,Russia,RU,26,2,6,303780000,75900,1200000,911300,14600000,300000,2011,May,31,5,5/31/2011
66,ok,ARY Digital HD,43200000,37939780685,Entertainment,109871,Pakistan,PK,24,2,18,1149000000,287300,4600000,3400000,55200000,900000,2016,Jul,11,7,7/11/2016
67,ok,Speed Records,42500000,26820902622,Music,10938,India,IN,62,19,26,159757000,39900,639000,479300,7700000,100000,2012,Nov,22,11,11/22/2012
68,ok,Masha and The Bear,42400000,24519022988,Shows,1218,United States,US,74,20,5,670459000,167600,2700000,2000000,32200000,1000000,2014,Sep,17,9,9/17/2014
69,ok,Like Nastya Show,42400000,19547696190,Entertainment,618,United States,US,128,21,19,53202000,13300,212800,159600,2600000,,2017,Nov,14,11,11/14/2017
70,ok,Rihanna,41900000,22477745835,Entertainment,84,Barbados,BB,98,1,27,182926000,45700,731700,548800,8800000,100000,2005,Nov,6,11,11/6/2005
71,ok,Ishtar Music,41400000,17608931161,Trailers,4510,India,IN,155,20,28,180942000,45200,723800,542800,8700000,400000,2005,Sep,22,9,9/22/2005
72,ok,Kimberly Loaiza,41300000,5603111948,People & Blogs,291,Mexico,MX,1157,2,1,136745000,34200,547000,410200,6600000,400000,2016,Nov,16,11,11/16/2016
73,ok,Little Baby Bum - Nursery Rhymes & Kids Songs,40900000,39450824833,Education,2423,United States,US,22,22,7,98775000,24700,395100,296300,4700000,100000,2011,Jun,22,6,6/22/2011
74,ok,Luisito Comunica,40600000,8670473639,Comedy,0,Mexico,MX,3612215,3021,,,0,0,0,0,,2010,Jun,18,6,6/18/2010
75,ok,elrubiusOMG,40400000,7410536668,Gaming,703,,,756,,21,5773000,1400,23100,17300,277100,,2011,Dec,20,12,12/20/2011
76,ok,Toys and Colors,40300000,47005053156,Entertainment,4,,,3989650,,7330,5,0,0.02,0.02,0.24,,2018,Jun,14,6,6/14/2018
77,corrupted,shfa2 - ��,39700000,23884824160,People & Blogs,1596,United Arab Emirates,AE,81,1,2,247731000,61900,990900,743200,11900000,300000,2017,Nov,6,11,11/6/2017
78,ok,LUCCAS NETO - LUCCAS TOON,39400000,22302547082,People & Blogs,1,,,4057895,,7498,2,0,0.01,0.01,0.1,,2021,Mar,25,3,3/25/2021
79,ok,CarryMinati,39200000,3294013141,Comedy,186,India,IN,2487,21,2,78688000,19700,314800,236100,3800000,700000,2014,Oct,30,10,10/30/2014
80,ok,XXXTENTACION,39200000,10507474316,Music,133,United States,US,403,24,29,58362000,14600,233400,175100,2800000,100000,2015,Jun,23,6,6/23/2015
81,ok,Super Simple Songs - Kids Songs,39200000,44900897958,Education,744,Canada,CA,19,2,8,560756000,140200,2200000,1700000,26900000,400000,2006,Sep,8,9,9/8/2006
82,ok,Mikecrack,39100000,16118181673,Gaming,1876,Spain,ES,188,1,4,264108000,66000,1100000,792300,12700000,800000,2015,Jul,13,7,7/13/2015
83,ok,WorkpointOfficial,39000000,36131228583,Entertainment,72580,Thailand,TH,27,1,24,130461000,32600,521800,391400,6300000,200000,2012,Nov,5,11,11/5/2012
84,ok,GR6 EXPLODE,38900000,25154232306,Music,3043,Brazil,BR,73,6,30,1635000000,408700,6500000,4900000,78500000,100000,2014,Aug,5,8,8/5/2014
85,ok,TEDx Talks,38600000,7339333120,Nonprofits & Activism,200933,United States,US,768,25,1,45638000,11400,182600,136900,2200000,100000,2009,Jun,23,6,6/23/2009
86,ok,shfa,38400000,21528116909,People & Blogs,982,Saudi Arabia,SA,150882,774,1454,1589000,397,6400,4800,76300,2000,2018,May,24,5,5/24/2018
87,ok,Goldmines Gaane Sune Ansune,38300000,16718192386,Music,3532,India,IN,170,22,31,814756000,203700,3300000,2400000,39100000,400000,2015,Aug,24,8,8/24/2015
88,ok,One Direction,38200000,13598903820,Music,11,United States,US,539848,2904,2594,6348,2,25,19,305,100,2016,Jun,26,6,6/26/2016
89,ok,TheEllenShow,38200000,22756581750,Entertainment,15672,United States,US,93,26,26,21804000,5500,87200,65400,1000000,,2006,Nov,21,11,11/21/2006
90,ok,Sony PAL,38200000,28519339489,Shows,24089,India,IN,49,23,25,415914000,104000,1700000,1200000,20000000,500000,2014,May,9,5,5/9/2014
91,ok,Daddy Yankee,38000000,22731415608,Music,505,United States,US,92,27,33,205594000,51400,822400,616800,9900000,100000,2011,May,16,5,5/16/2011
92,corrupted,Vlad v���,37900000,23510152352,,515,United States,US,84,28,27,244093000,61000,976400,732300,11700000,200000,2018,Jul,20,7,7/20/2018
93,ok,Like Nastya ESP,37600000,18208196857,Entertainment,743,United States,US,145,29,28,321026000,80300,1300000,963100,15400000,700000,2017,Apr,22,4,4/22/2017
94,corrupted,������������ one31,37500000,27262462114,Entertainment,117152,Thailand,TH,56,2,29,140754000,35200,563000,422300,6800000,300000,2013,Jan,10,1,1/10/2013
95,ok,Jkk Entertainment,37200000,16402066717,Comedy,220,India,IN,178,24,3,49861000,12500,199400,149600,2400000,100000,2017,Mar,20,3,3/20/2017
96,ok,ABP NEWS,37000000,13102611515,People & Blogs,301308,India,IN,280,25,2,267060000,66800,1100000,801200,12800000,400000,2012,Jun,1,6,6/1/2012
97,ok,Maria Clara & JP,37000000,24188861917,People & Blogs,744,Brazil,BR,75,7,30,251449000,62900,1000000,754300,12100000,300000,2015,Sep,6,9,9/6/2015
98,ok,Bruno Mars,36700000,19378155425,Music,99,United States,US,134,30,34,175243000,43800,701000,525700,8400000,200000,2006,Sep,19,9,9/19/2006
99,ok,Maroon 5,36600000,22553923546,Music,171,United States,US,96,31,35,152825000,38200,611300,458500,7300000,,2006,Mar,9,3,3/9/2006
100,ok,Ultra Bollywood,36600000,15653786446,Trailers,9168,India,IN,205,26,31,131462000,0,0,0,0,200000,2009,Oct,21,10,10/21/2009
101,ok,PowerKids TV,36500000,18961241905,Film & Animation,5621,,,139,1,6,318702000,79700,1300000,956100,15300000,600000,2014,Aug,6,8,8/6/2014
102,ok,YouTube,36300000,3010784935,News & Politics,744,United States,US,2860,32,5,21103000,5300,84400,63300,1000000,300000,1970,Jan,1,1,1/1/1970
103,ok,News,36300000,0,,0,,,4057944,,,,0,0,0,0,,2013,Sep,9,9,9/9/2013
104,ok,Ozuna,36200000,23355801606,Music,196,,,87,2,36,169242000,42300,677000,507700,8100000,100000,2016,Mar,24,3,3/24/2016
105,ok,MrBeast Gaming,36100000,6331332547,Gaming,5,,,4057305,,4880,32,0.01,0.13,0.1,2,1,2011,Feb,26,2,2/26/2011
106,corrupted,La Granja de Zen�,35700000,27118354077,Music,654,Argentina,AR,58,2,37,302071000,75500,1200000,906200,14500000,400000,2013,Jun,6,6,6/6/2013
107,ok,Saregama Music,35500000,15657673422,Entertainment,7566,India,IN,199,27,38,533793000,133400,2100000,1600000,25600000,900000,2013,Jan,4,1,1/4/2013
108,ok,IndiaTV,35500000,16105023749,News & Politics,273255,India,IN,185,27,3,290847000,72700,1200000,872500,14000000,600000,2006,Aug,26,8,8/26/2006
109,ok,T-Series Bollywood Classics,35400000,22637783517,Music,2010,India,IN,94,28,39,331474000,82900,1300000,994400,15900000,500000,2012,Apr,2,4,4/2/2012
110,ok,Total Gaming,35400000,5556364230,Gaming,1,,,4056447,,3902,53,0.01,0.21,0.16,3,2,2006,Jul,15,7,7/15/2006
111,ok,Markiplier,35200000,20297931219,Gaming,5490,United States,US,119,34,8,127329000,31800,509300,382000,6100000,100000,2012,May,26,5,5/26/2012
112,ok,Ryan's World,35200000,55299840198,Entertainment,2453,United States,US,15,35,32,238613000,59700,954500,715800,11500000,200000,2015,Mar,17,3,3/17/2015
113,ok,Genevieve's Playhouse - Learning Videos for Kids,34900000,25607397308,Education,617,United States,US,69,36,7,335307000,83800,1300000,1000000,16100000,300000,2016,Jan,6,1,1/6/2016
114,ok,T-Series Apna Punjab,34600000,21306315429,Music,0,,,4057944,,4653,,0,0,0,0,,2020,Jul,9,7,7/9/2020
115,ok,Techno Gamerz,34400000,9690499664,Gaming,1,,,4057311,,7489,86,0.02,0.34,0.26,4,3,2010,May,19,5,5/19/2010
116,ok,Geet MP3,34300000,12746535822,Music,679,India,IN,299,31,41,101357000,25300,405400,304100,4900000,100000,2016,Oct,22,10,10/22/2016
117,ok,J Balvin,34100000,23005313609,Music,141,Colombia,CO,89,2,42,128696000,32200,514800,386100,6200000,100000,2011,Feb,18,2,2/18/2011
118,ok,Jess No Limit,34000000,3963007415,Entertainment,2284,Indonesia,ID,1882,1,33,547141000,136800,2200000,1600000,26300000,5500000,2017,Sep,7,9,9/7/2017
119,ok,Jingle Toons,34000000,11351015824,Film & Animation,240,India,IN,360,32,8,179903000,45000,719600,539700,8600000,600000,2013,Jan,24,1,1/24/2013
120,ok,VEGETTA777,33800000,15432929204,Gaming,7606,Spain,ES,211,2,10,39094000,9800,156400,117300,1900000,,2008,Mar,2,3,3/2/2008
121,ok,Galinha Pintadinha,33800000,27274550757,Film & Animation,66,Brazil,BR,54,8,9,403508000,100900,1600000,1200000,19400000,200000,2006,Aug,30,8,8/30/2006
122,ok,SSSniperWolf,33700000,23492684419,Gaming,3366,United States,US,83,37,35,210955000,52700,843800,632900,10100000,200000,2013,Jan,20,1,1/20/2013
123,ok,Desi Music Factory,33700000,10189027455,Music,2,,,4057699,,5775,,0,0,0,0,,2018,Apr,10,4,4/10/2018
124,ok,Selena Gomez,33600000,13013567335,Film & Animation,188,United States,US,288,38,43,115792000,28900,463200,347400,5600000,200000,2008,Feb,8,2,2/8/2008
125,ok,Rajshri,33500000,14864294792,Music,3741,India,IN,222,34,36,272255000,68100,1100000,816800,13100000,500000,2006,Mar,24,3,3/24/2006
126,ok,Ch3Thailand,33500000,29611914495,Entertainment,96214,Thailand,TH,41,3,37,61307000,0,0,0,0,100000,2014,May,29,5,5/29/2014
127,ok,KHANDESHI MOVIES,33500000,11405809704,Comedy,217,India,IN,357,35,4,24736000,6200,98900,74200,1200000,100000,2013,Nov,11,11,11/11/2013
128,ok,NoCopyrightSounds,33400000,10530729078,Music,1331,United Kingdom,GB,402,3,44,55654000,13900,222600,167000,2700000,,2011,Aug,14,8,8/14/2011
129,ok,CVS 3D Rhymes & Kids Songs,33400000,20269857567,Education,338,India,IN,120,35,9,136084000,34000,544300,408300,6500000,200000,2008,Aug,26,8,8/26/2008
130,ok,Ricis Official,33300000,5994136760,People & Blogs,2736,Indonesia,ID,1043,2,34,157101000,39300,628400,471300,7500000,1900000,2016,Jan,15,1,1/15/2016
131,ok,BabyBus - Kids Songs and Cartoons,32800000,26355088167,Education,2122,United States,US,64,39,10,127498000,31900,510000,382500,6100000,200000,2016,Jul,15,7,7/15/2016
132,ok,Eros Now Music,32700000,17853798780,Entertainment,1521,India,IN,8055,730,838,20263000,5100,81100,60800,972600,40000,2012,Mar,14,3,3/14/2012
133,corrupted,BETER B��,32700000,19180039918,,2738,Turkey,TR,137,1,11,1463000000,365900,5900000,4400000,70200000,2100000,2012,Dec,12,12,12/12/2012
134,ok,DisneyMusicVEVO,32700000,28516250629,Music,2068,United States,US,50,40,45,329861000,82500,1300000,989600,15800000,300000,2010,May,20,5,5/20/2010
135,ok,The Weeknd,32600000,23379969006,Music,169,Canada,CA,85,3,45,373828000,93500,1500000,1100000,17900000,200000,2011,Feb,25,2,2/25/2011
136,ok,WowKidz,32200000,16613441479,Film & Animation,2,,,4053139,,6723,1,0,0,0,0.05,,2006,Dec,16,12,12/16/2006
137,ok,KAROL G,32100000,18699145555,Music,134,Colombia,CO,140,3,46,465647000,116400,1900000,1400000,22400000,300000,2013,Mar,14,3,3/14/2013
138,ok,Mr Bean,32100000,10602236110,Shows,3091,United Kingdom,GB,400,4,5,56534000,14100,226100,169600,2700000,100000,2006,Jan,4,1,1/4/2006
139,ok,rezendeevil,32100000,13061739758,Gaming,11882,Brazil,BR,287,9,40,44505000,11100,178000,133500,2100000,,2012,Feb,12,2,2/12/2012
140,ok,StarPlus,32000000,26800674545,Entertainment,44892,India,IN,60,38,40,1667000000,416800,6700000,5000000,80000000,1200000,2006,May,19,5,5/19/2006
141,ok,SMTOWN,31900000,27330239663,Music,4158,,,53,,47,233402000,58400,933600,700200,11200000,100000,2006,Mar,18,3,3/18/2006
142,ok,GMA  Network,31900000,19428308461,Entertainment,93311,Philippines,PH,129,2,41,798510000,199600,3200000,2400000,38300000,500000,2006,Nov,20,11,11/20/2006
143,ok,GENIAL,31800000,6762424690,Howto & Style,6734,Mexico,MX,884,4,4,31455000,7900,125800,94400,1500000,,2017,Jun,1,6,6/1/2017
144,ok,MR. INDIAN HACKER,31700000,5711208484,Science & Technology,929,India,IN,1132,40,1,109125000,27300,436500,327400,5200000,500000,2012,Jun,21,6,6/21/2012
145,ok,Worldwide Records Bhojpuri,31700000,16476978876,Music,6518,India,IN,177,39,48,112648000,28200,450600,337900,5400000,200000,2012,Mar,15,3,3/15/2012
146,corrupted,DONA ��,31700000,21031745531,Entertainment,166,United States,US,110,41,42,153280000,38300,613100,459800,7400000,200000,2018,Apr,5,4,4/5/2018
147,ok,Dream,31700000,2930015381,Gaming,116,United States,US,2986,41,12,27022000,6800,108100,81100,1300000,200000,2014,Feb,8,2,2/8/2014
148,ok,Lucas and Marcus,31600000,11615848291,Entertainment,1321,United States,US,339,42,43,312099000,78000,1200000,936300,15000000,400000,2011,Jan,19,1,1/19/2011
149,ok,JustinBieberVEVO,31600000,26583873105,Music,204,United States,US,63,42,49,105126000,26300,420500,315400,5000000,,2009,Sep,26,9,9/26/2009
150,ok,Luis Fonsi,31400000,15176762479,Entertainment,0,,,4057944,,,,0,0,0,0,,2006,Mar,31,3,3/31/2006
151,ok,Peppa Pig - Official Channel,31400000,22919271731,Film & Animation,3589,United Kingdom,GB,91,5,11,244925000,61200,979700,734800,11800000,300000,2013,Oct,9,10,10/9/2013
152,ok,YOLO AVENTURAS,31200000,9673649438,People & Blogs,65,Venezuela,VE,3361188,522,2270,3589,0.9,14,11,172,100,2018,Dec,16,12,12/16/2018
153,ok,The Tonight Show Starring Jimmy Fallon,31200000,17111726160,Comedy,8976,United States,US,166,44,6,22511000,0,0,0,0,100000,2006,Jan,8,1,1/8/2006
154,ok,TheDonato,31200000,6187804950,Entertainment,3027,Argentina,AR,997,3,12,190679000,47700,762700,572000,9200000,1900000,2015,Feb,17,2,2/17/2015
155,ok,ImagineDragons,30700000,16793072362,Music,92,United States,US,169,45,50,188837000,47200,755300,566500,9100000,100000,2009,Aug,3,8,8/3/2009
156,ok,Diana and Roma ESP,30700000,12355992466,,578,United States,US,313,45,45,102998000,25700,412000,309000,4900000,200000,2016,Nov,27,11,11/27/2016
157,ok,Round2hell,30700000,3145161634,Comedy,67,India,IN,2687,41,45,31822000,8000,127300,95500,1500000,300000,2016,Oct,20,10,10/20/2016
158,ok,Zee News,30500000,16709857823,News & Politics,180092,India,IN,168,41,4,461472000,115400,1800000,1400000,22200000,600000,2007,Jun,19,6,6/19/2007
159,ok,AboFlah,30500000,4521573939,Gaming,641,Kuwait,KW,1573,1,7,157908000,39500,631600,473700,7600000,1300000,2016,Jul,28,7,7/28/2016
160,ok,AH,30400000,4332274962,Entertainment,2197,Indonesia,ID,1701,4,46,21440000,5400,85800,64300,1000000,,2014,Jan,26,1,1/26/2014
161,ok,Trap Nation,30400000,14037426379,Music,2725,United States,US,255,46,51,45822000,11500,183300,137500,2200000,,2012,Sep,23,9,9/23/2012
162,corrupted,��������������� ������ ������������������,30400000,17999961915,,532,United States,US,147,46,46,122926000,30700,491700,368800,5900000,300000,2018,Nov,3,11,11/3/2018
163,corrupted,Boram Tube Vlog [���������,30300000,13546549817,Entertainment,223,United States,US,269,47,47,22724000,5700,90900,68200,1100000,,2012,Feb,21,2,2/21/2012
164,ok,Adele,30200000,14199108016,Music,15,United Kingdom,GB,248,6,53,137099000,34300,548400,411300,6600000,100000,2008,Apr,4,4,4/4/2008
165,ok,Talking Tom,30200000,15199330166,Comedy,2,United States,US,4057345,7736,6776,,0,0,0,0,,2008,Jun,27,6,6/27/2008
166,corrupted,�������� �������� ���������� | toyoraljanahtv,30200000,27684955537,Entertainment,3254,Jordan,JO,51,1,52,116434000,29100,465700,349300,5600000,100000,2008,Nov,24,11,11/24/2008
167,ok,Frost Diamond,30100000,7277493940,Gaming,0,,,4057944,,,,0,0,0,0,6,2006,Aug,10,8,8/10/2006
168,ok,Spinnin' Records,30100000,19607009165,Music,11501,Netherlands,NL,127,1,54,100040000,25000,400200,300100,4800000,100000,2007,Jul,12,7,7/12/2007
169,ok,Little Angel: Nursery Rhymes & Kids Songs,30100000,22593193994,Education,1349,United States,US,95,49,12,107525000,26900,430100,322600,5200000,,2015,Dec,14,12,12/14/2015
170,ok,jacksepticeye,30100000,16246625836,Gaming,5114,,,183,2,14,40425000,10100,161700,121300,1900000,100000,2007,Feb,24,2,2/24/2007
171,ok,Shawn Mendes,30000000,12831200855,Music,133,Canada,CA,295,4,55,88749000,22200,355000,266200,4300000,,2011,Jan,19,1,1/19/2011
172,ok,ashish chanchlani vines,29800000,4457913639,Comedy,151,India,IN,1622,42,8,26171000,6500,104700,78500,1300000,100000,2009,Jul,6,7,7/6/2009
173,ok,Ultra Records,29600000,17208027242,Music,4903,United States,US,165,50,56,81884000,20500,327500,245700,3900000,,2006,Oct,24,10,10/24/2006
174,ok,Popular on YouTube,29300000,0,,3,,,4019724,,4847,1,0,0,0,0.05,,2017,Aug,7,8,8/7/2017
